row_id,cisi,region,site,type,material,shape,symbol,condition,complete,direction,class,text_length,text,provenance_tier,source_ref,note
3881.1,-,Iranian Plateau,Susa,SEAL:C,-,circular,Gaur,Poor,N,R/L,??,6,+700-604-407-090-365-000+,T3_quarantined_lipi_metadata,data/open_prototype/lipi/metadata_filtered.csv,External Indus-style object candidate; requires source-image and catalogue validation before joining to cuneiform attestations.
3882.1,-,Iranian Plateau,Susa,SEAL:CY,-,cylindrical,Gaur,Poor,Y,R/L,LC,8,+416-150-002-055-031-319-001-924+,T3_quarantined_lipi_metadata,data/open_prototype/lipi/metadata_filtered.csv,External Indus-style object candidate; requires source-image and catalogue validation before joining to cuneiform attestations.
3884.1,-,Mesopotamia,Tell Umma,TAG:L,Clay,-,Bull1,Fair,Y,R/L,IM,5,+390-004-002-705-127+,T3_quarantined_lipi_metadata,data/open_prototype/lipi/metadata_filtered.csv,External Indus-style object candidate; requires source-image and catalogue validation before joining to cuneiform attestations.
3885.1,-,Mesopotamia,Tello,SEAL:S,-,square,Tigr,Fair,N,R/L,??,5,+000-220-390-440-384+,T3_quarantined_lipi_metadata,data/open_prototype/lipi/metadata_filtered.csv,External Indus-style object candidate; requires source-image and catalogue validation before joining to cuneiform attestations.
3886.1,TY-106,Iranian Plateau,Tepe Yahya,POT:T:s,Clay,-,None,Poor,N,-,??,3+?,+002-095-000[,T3_quarantined_lipi_metadata,data/open_prototype/lipi/metadata_filtered.csv,External Indus-style object candidate; requires source-image and catalogue validation before joining to cuneiform attestations.
3897.1,-,Mesopotamia,Ur,SEAL:C,Steatite,circular,Gaur,Poor,Y,R/L,SC,5,+093-340-924-220-528+,T3_quarantined_lipi_metadata,data/open_prototype/lipi/metadata_filtered.csv,External Indus-style object candidate; requires source-image and catalogue validation before joining to cuneiform attestations.
3898.1,-,Mesopotamia,Ur,SEAL:C,-,circular,Gaur,Fair,Y,R/L,LC,6,+002-004-328-001-803-415+,T3_quarantined_lipi_metadata,data/open_prototype/lipi/metadata_filtered.csv,External Indus-style object candidate; requires source-image and catalogue validation before joining to cuneiform attestations.
3899.1,-,Mesopotamia,Ur,SEAL:C,-,circular,Gaur,Poor,N,-,??,5,+000-000-004-090-350+,T3_quarantined_lipi_metadata,data/open_prototype/lipi/metadata_filtered.csv,External Indus-style object candidate; requires source-image and catalogue validation before joining to cuneiform attestations.
4155.1,-,Central Asia,Gonur Depe,SEAL:S,Steatite,square,Elep,Good,Y,R/L,LP,8,+740-390-590-125-220-235-002-285+,T3_quarantined_lipi_metadata,data/open_prototype/lipi/metadata_filtered.csv,External Indus-style object candidate; requires source-image and catalogue validation before joining to cuneiform attestations.
4173.1,-,Persian Gulf,Salut,SEAL:S,-,square,Gaur,Fair,Y,R/L,IT,5,+392-004-002-278-595+,T3_quarantined_lipi_metadata,data/open_prototype/lipi/metadata_filtered.csv,External Indus-style object candidate; requires source-image and catalogue validation before joining to cuneiform attestations.
4174.1,-,Persian Gulf,Salut,TAG,-,-,Elep,Poor,N,R/L,??,2+?,+921-000[,T3_quarantined_lipi_metadata,data/open_prototype/lipi/metadata_filtered.csv,External Indus-style object candidate; requires source-image and catalogue validation before joining to cuneiform attestations.
5222.1,-,Mesopotamia,Girsu,SEAL:C,-,circular,Gaur,?,N,R/L,??,5,+740-000-744-013-255+,T3_quarantined_lipi_metadata,data/open_prototype/lipi/metadata_filtered.csv,External Indus-style object candidate; requires source-image and catalogue validation before joining to cuneiform attestations.
5225.1,-,Mesopotamia,Ur,SEAL:C,-,circular,-,?,N,-,??,5+?,]000-001-000-090-000[,T3_quarantined_lipi_metadata,data/open_prototype/lipi/metadata_filtered.csv,External Indus-style object candidate; requires source-image and catalogue validation before joining to cuneiform attestations.
5227.1,-,Persian Gulf,Karzakan,SEAL:C,-,circular,Gaur,?,Y,R/L,SC,4,+220-455-031-091+,T3_quarantined_lipi_metadata,data/open_prototype/lipi/metadata_filtered.csv,External Indus-style object candidate; requires source-image and catalogue validation before joining to cuneiform attestations.
5228.1,-,Persian Gulf,Karzakan,SEAL:C,-,circular,Gaur,Poor,Y,R/L,SC,4,+033-001-032-091+,T3_quarantined_lipi_metadata,data/open_prototype/lipi/metadata_filtered.csv,External Indus-style object candidate; requires source-image and catalogue validation before joining to cuneiform attestations.
5229.1,-,Persian Gulf,Saar,SEAL:C,-,circular,None,?,Y,R/L,LC,6,+031-093-001-091-220-055+,T3_quarantined_lipi_metadata,data/open_prototype/lipi/metadata_filtered.csv,External Indus-style object candidate; requires source-image and catalogue validation before joining to cuneiform attestations.
5230.1,-,Persian Gulf,Karzakan,SEAL:C,-,circular,Gaur,Poor,Y,NR,TS,2,+740/740+,T3_quarantined_lipi_metadata,data/open_prototype/lipi/metadata_filtered.csv,External Indus-style object candidate; requires source-image and catalogue validation before joining to cuneiform attestations.
5231.1,-,Mesopotamia,Ur,SEAL:C,-,-,-,?,?,-,UC,2+?,]405-090[,T3_quarantined_lipi_metadata,data/open_prototype/lipi/metadata_filtered.csv,External Indus-style object candidate; requires source-image and catalogue validation before joining to cuneiform attestations.
5232.1,-,Persian Gulf,Janabiyah,SEAL:C,-,circular,Gaur,Poor,Y,L/R,SC,7,+055-099-121-055-831-031-071+,T3_quarantined_lipi_metadata,data/open_prototype/lipi/metadata_filtered.csv,External Indus-style object candidate; requires source-image and catalogue validation before joining to cuneiform attestations.
5386.1,Sb-4,Iranian Plateau,Sibri,SEAL,Stone,square,None,Fair,N,-,??,2+?,]000-095+,T3_quarantined_lipi_metadata,data/open_prototype/lipi/metadata_filtered.csv,External Indus-style object candidate; requires source-image and catalogue validation before joining to cuneiform attestations.
5405.1,-,Iranian Plateau,Ornach area,SEAL:S,-,-,Zebu,Poor,N,R/L,??,4+?,]000-374-000-820+,T3_quarantined_lipi_metadata,data/open_prototype/lipi/metadata_filtered.csv,External Indus-style object candidate; requires source-image and catalogue validation before joining to cuneiform attestations.
5442.1,MQ-11,Iranian Plateau,Miri Qalat,SEAL:S,Steatite,square,Bull1:I,Fair,Y,L/R,SC,2,+740-742+,T3_quarantined_lipi_metadata,data/open_prototype/lipi/metadata_filtered.csv,External Indus-style object candidate; requires source-image and catalogue validation before joining to cuneiform attestations.
5444.1,MQ-12,Iranian Plateau,Miri Qalat,SEAL:S,Steatite,square,Bull3,Poor,Y,L/R,SS,2,+520-013+,T3_quarantined_lipi_metadata,data/open_prototype/lipi/metadata_filtered.csv,External Indus-style object candidate; requires source-image and catalogue validation before joining to cuneiform attestations.
5551.1,-,Persian Gulf,Kalba,SEAL:C,-,-,None,-,Y,NR,TS,1,+091+,T3_quarantined_lipi_metadata,data/open_prototype/lipi/metadata_filtered.csv,External Indus-style object candidate; requires source-image and catalogue validation before joining to cuneiform attestations.
5556.1,-,Iranian Plateau,Murda Sang,POT:T:g,-,-,-,Poor,N,-,??,1,+000+,T3_quarantined_lipi_metadata,data/open_prototype/lipi/metadata_filtered.csv,External Indus-style object candidate; requires source-image and catalogue validation before joining to cuneiform attestations.
