source_id,answer_key,packet_id,blind_id,cisi,role,truth_class,target_text,expected_count,catalog_sign_count,source_path,source_exists,segmentation_status,segment_count,gap_count,source_status,source_note
8dc7311e5f900cd5,data/open_prototype/reports/campaign_002_y_branch_gap_blind_answer_key.csv,branch_gap_source_box_v1,BG011,M-32,scoring_negative,negative_002_y_not_branch_closure_817,+390-003-002-817+,4,4,tmp/002_y_branch_gap_blind_packet/source_crops/BG011_source_crop.png,True,exact_projection_gap_count,4,6,local_image_hit_same_site_type_short_control,"Catalog metadata has 002 followed by 817, not 368/031/220."
97d78e0358fec6fc,data/open_prototype/reports/campaign_002_y_branch_gap_blind_answer_key.csv,branch_gap_source_box_v1,BG012,M-17,scoring_negative,negative_002_y_not_branch_other_y,+390-016-002-814-560+,5,5,tmp/002_y_branch_gap_blind_packet/source_crops/BG012_source_crop.png,True,exact_projection_gap_count,5,6,local_image_hit_same_site_type_control,"Catalog metadata has 002 followed by 814, not 368/031/220."
f62e32a0abae53ea,data/open_prototype/reports/campaign_002_y_branch_gap_blind_answer_key.csv,branch_gap_source_box_v1,BG013,H-449,quarantine_negative_not_scoring,quarantine_false_route_h44_prefix_trap,+740-390-590-240-741-390-728+,7,7,tmp/002_y_branch_gap_blind_packet/source_crops/BG013_source_crop.png,True,exact_projection_gap_count,7,6,known_false_route_quarantine,This is the OCR-prefix false route that formerly masqueraded as H-44; use only to diagnose route leakage.
a8eab32805f6ea1d,data/open_prototype/reports/campaign_002_y_branch_gap_blind_answer_key.csv,branch_gap_source_box_v1,BG014,M-1427,quarantine_low_quality_target_not_scoring,quarantine_low_legibility_target_002_220,+484-140-002-220-627-615-906-388+,8,8,tmp/002_y_branch_gap_blind_packet/source_crops/BG014_source_crop.png,True,not_enough_projection_gaps,0,2,real_route_low_legibility_quarantine,"Catalog metadata has 002 followed by 220, but the public crop is side/label messy and not packet-ready."
aee371dcb5d91b74,data/open_prototype/reports/effective_unicity_m70_blind_token_box_answer_key.csv,m70_order_window_pilot_v1,B001,M-70,primary_target_face,target_032_002_390_692_face_order_window,+226-032-002-390-692+,5,5,tmp/032_002_branch_tail_source_acquisition/M70_face_A_signband_from_cisi_india_n066.png,True,exact_projection_gap_count,5,6,row_level_source_visible_broad_order_window_candidate,Catalog metadata has adjacent 032-002 followed by 390-692 under the current stored R/L order.
3c42687290edafb9,data/open_prototype/reports/effective_unicity_m70_blind_token_box_answer_key.csv,m70_order_window_pilot_v1,B002,M-70,primary_target_impression,target_032_002_390_692_impression_order_window,+226-032-002-390-692+,5,5,tmp/032_002_branch_tail_source_acquisition/M70_impression_a_signband_from_cisi_india_n066.png,True,exact_projection_gap_count,5,8,row_level_source_visible_broad_order_window_candidate,Catalog metadata has adjacent 032-002 followed by 390-692 under the current stored R/L order.
c213118afdd1b7d3,data/open_prototype/reports/effective_unicity_m70_blind_token_box_answer_key.csv,m70_order_window_pilot_v1,B003,M-91,positive_calibrator_lowres,positive_032_002_861_continuation_lowres,+740-100-798-220-032-002-861-255-416+,9,9,tmp/032_002_branch_tail_source_acquisition/M91_impression_a_signband_from_cisi_india_n071.png,True,not_enough_projection_gaps,0,7,source_visible_broad_order_window_candidate_lowres,"Catalog metadata has adjacent 032-002 followed by 861-255-416, but source quality is medium-low."
0a15b1d733bc7357,data/open_prototype/reports/effective_unicity_m70_blind_token_box_answer_key.csv,m70_order_window_pilot_v1,B004,M-240,positive_calibrator,positive_032_002_861_603_order_window,+520-240-220-032-002-861-603+,7,7,tmp/032_002_branch_tail_source_acquisition/M240_impression_a_signband_from_cisi_india_n095.png,True,exact_projection_gap_count,7,6,source_visible_broad_order_window_candidate,Catalog metadata has adjacent 032-002 followed by 861-603; the 861->603 tail is recurrent in the all-002 family.
3da8991391927850,data/open_prototype/reports/effective_unicity_m70_blind_token_box_answer_key.csv,m70_order_window_pilot_v1,B005,M-49,positive_calibrator_existing_token_box,positive_032_002_300_continuation_existing_token_box,+527-550-240-220-032-002-300-350-032-190+,10,10,tmp/032_002_y_source_function_batch/M49_target_300_signband_closeup.png,True,not_enough_projection_gaps,0,5,source_single_line_existing_token_box,Catalog metadata and earlier scaffold place 032-002-300 in a same-line source-visible window.
c5357b3bbb96552b,data/open_prototype/reports/effective_unicity_m70_blind_token_box_answer_key.csv,m70_order_window_pilot_v1,B006,M-77,scoring_negative,negative_002_y_prev_not_032_face,+832-390-803-002-861+,5,5,tmp/m77_parpola_recurrence_gate/derived/M77_face_A_signband_strict_from_cisi_india_n68.png,True,not_enough_projection_gaps,0,3,local_image_hit_same_site_type_symbol_length,"Catalog metadata has 002 preceded by 803, not by 032; 390 occurs elsewhere in the same row."
e872bda749efb26e,data/open_prototype/reports/effective_unicity_m70_blind_token_box_answer_key.csv,m70_order_window_pilot_v1,B007,M-77,scoring_negative,negative_002_y_prev_not_032_impression,+832-390-803-002-861+,5,5,tmp/m77_parpola_recurrence_gate/derived/M77_impression_a_signband_strict_from_cisi_india_n68.png,True,exact_projection_gap_count,5,7,local_image_hit_same_site_type_symbol_length,"Catalog metadata has 002 preceded by 803, not by 032; 390 occurs elsewhere in the same row."
4c3f5427421c9d83,data/open_prototype/reports/effective_unicity_m70_blind_token_box_answer_key.csv,m70_order_window_pilot_v1,B008,M-17,scoring_negative,negative_002_y_prev_not_032,+390-016-002-814-560+,5,5,tmp/m315_second_slot_controls/derived/expanded_first3_context_crops/M-17_impression_a_390-016-002_control_good_control.png,True,exact_projection_gap_count,5,6,local_image_hit_same_site_type_symbol_length,"Catalog metadata has 002 preceded by 016, not by 032; the row begins with 390."
8bb98e18bf66f2b2,data/open_prototype/reports/effective_unicity_m70_blind_token_box_answer_key.csv,m70_order_window_pilot_v1,B009,M-32,scoring_negative,negative_002_y_prev_not_032_short,+390-003-002-817+,4,4,tmp/m315_second_slot_controls/derived/expanded_first3_context_crops/M-32_impression_a_390-003-002_control_good_control.png,True,exact_projection_gap_count,4,6,local_image_hit_same_site_type_with_shorter_length,"Catalog metadata has 002 preceded by 003, not by 032; the row begins with 390."
dfe2dec8282807c8,data/open_prototype/reports/effective_unicity_m70_blind_token_box_answer_key.csv,m70_order_window_pilot_v1,B010,M-315,scoring_negative,negative_002_y_prev_not_032_upper_face,+390-034-002-374-228-741+,6,6,tmp/m315_second_slot_controls/derived/expanded_first3_context_crops/M-315_upper_face_390-034-002_candidate_target_good.png,True,not_enough_projection_gaps,0,4,local_image_hit_same_site_type,"Catalog metadata has 002 preceded by 034, not by 032; the row begins with 390."
e53cde2fbee37ceb,data/open_prototype/reports/effective_unicity_m70_blind_token_box_answer_key.csv,m70_order_window_pilot_v1,B011,M-315,scoring_negative,negative_002_y_prev_not_032_lower_impression,+390-034-002-374-228-741+,6,6,tmp/m315_second_slot_controls/derived/expanded_first3_context_crops/M-315_lower_impression_390-034-002_candidate_target_good.png,True,not_enough_projection_gaps,0,4,local_image_hit_same_site_type,"Catalog metadata has 002 preceded by 034, not by 032; the row begins with 390."
ac64787ec44fb7d3,data/open_prototype/reports/effective_unicity_m70_blind_token_box_answer_key.csv,m70_order_window_pilot_v1,B012,M-1273,scoring_negative,negative_002_y_prev_not_032_suffix_control,+740-055-002-861-603+,5,5,tmp/032_002_861_suffix_split/M1273_impression_a_cisi_pakistan_n195.png,True,exact_projection_gap_count,5,5,local_image_hit_suffix_split_control,"Catalog metadata has 002 preceded by 055, not by 032, followed by the 861-603 suffix lane."
a9d57fae04148559,data/open_prototype/reports/effective_unicity_m70_blind_token_box_answer_key.csv,m70_order_window_pilot_v1,B013,M-376,scoring_negative,negative_002_y_prev_not_032_suffix_control,+740-100-176-002-861-533-717+,7,7,tmp/032_002_861_suffix_split/M376_impression_a_cisi_india_n129.png,True,not_enough_projection_gaps,0,4,local_image_hit_suffix_split_control,"Catalog metadata has 002 preceded by 176, not by 032, followed by the 861-533-717 suffix lane."
29459fcc4c99e5f7,data/open_prototype/reports/effective_unicity_m70_blind_token_box_answer_key.csv,m70_order_window_pilot_v1,B014,M-683,quarantine_negative_context_crop,negative_032_next_not_002_and_002_y_prev_not_032,+740-798-231-002-298-460-032+,7,7,tmp/m685_cisi2/derived/m685_page37_m683_m686_context_gray_autocontrast.png,True,not_enough_projection_gaps,0,3,local_context_image_hit_not_signband_boxed,Catalog metadata has 002 away from terminal 032; context crop is not a clean signband crop.
96b26421de5ffdc9,data/open_prototype/reports/effective_unicity_m70_blind_token_box_answer_key.csv,m70_order_window_pilot_v1,B015,M-381,scoring_negative,negative_032_not_adjacent_to_002_stress,+740-055-220-032-798-002-820+,7,7,tmp/source_box_negative_control_v2/panel_crops/M-381_cisi_india_n129_plate_label_free_panel_enhanced_x2.jpg,True,exact_projection_gap_count,7,9,source_visible_ready_for_token_box_adjudication_but_prior_blind_reviews_found_unstable_segmentation,"Catalog metadata places 798 between 032 and 002; prior blind reviews found this crop segmentation-unstable, so it is a stress control."
21e61e8424711855,data/open_prototype/reports/effective_unicity_directionality_blind_packet_answer_key.csv,directionality_no_overlay_packet_v1,D001,M-811,primary_target,tier1_directionality_candidate_mohenjo_daro_three_token_impression,+226-032-803+,3,3,tmp/effective_unicity_directionality_blind_packet/source_crops/M_811_a_signband_source.png,True,exact_projection_gap_count,3,9,,M-811 lower impression band from CISI Pakistan n104; cropped as paired target evidence.
b017a0f37cebe4f8,data/open_prototype/reports/effective_unicity_directionality_blind_packet_answer_key.csv,directionality_no_overlay_packet_v1,D002,M-376,scoring_negative,m70_hard_negative_002_y_prev_not_032_suffix_control,+740-100-176-002-861-533-717+,7,7,tmp/effective_unicity_directionality_blind_packet/source_crops/M_376_impression_a_existing_hard_negative_source.png,True,not_enough_projection_gaps,0,4,,Existing M-70 hard negative; prior reviewers produced target-like false positives.
f14a44a7956caf80,data/open_prototype/reports/effective_unicity_directionality_blind_packet_answer_key.csv,directionality_no_overlay_packet_v1,D003,M-1320,primary_target,tier1_directionality_candidate_mohenjo_daro_five_token_face,+527-555-231-240-798+,5,5,tmp/effective_unicity_directionality_blind_packet/source_crops/M_1320_A_signband_source.png,True,exact_projection_gap_count,5,6,,M-1320 A band from CISI Pakistan n203; visually strong tier-1 route candidate.
142669b7ca64cb0e,data/open_prototype/reports/effective_unicity_directionality_blind_packet_answer_key.csv,directionality_no_overlay_packet_v1,D004,H-152,quarantine_negative,volume_provenance_mismatch_control,+154-806-468+,3,3,tmp/effective_unicity_directionality_blind_packet/source_crops/H_152_A_signband_source.png,True,exact_projection_gap_count,3,6,,H-152 A is visually readable but route volume/provenance is mismatched; quarantine only.
2e6faf609658b72a,data/open_prototype/reports/effective_unicity_directionality_blind_packet_answer_key.csv,directionality_no_overlay_packet_v1,D005,M-811,primary_target,tier1_directionality_candidate_mohenjo_daro_three_token_face,+226-032-803+,3,3,tmp/effective_unicity_directionality_blind_packet/source_crops/M_811_A_signband_source.png,True,exact_projection_gap_count,3,9,,M-811 A signband and upper field from CISI Pakistan n104; label excluded.
cae0bc01226facfc,data/open_prototype/reports/effective_unicity_directionality_blind_packet_answer_key.csv,directionality_no_overlay_packet_v1,D006,M-525,scoring_negative,tier2_complex_side_geometry_control,+423-003-001-900-740-690-435-255+,8,8,tmp/effective_unicity_directionality_blind_packet/source_crops/M_525_B_side_panel_source.png,True,not_enough_projection_gaps,0,2,,M-525 side panel from CISI Pakistan n40; complex geometry and label-adjacent trap.
fe1fd807118d3fd9,data/open_prototype/reports/effective_unicity_directionality_blind_packet_answer_key.csv,directionality_no_overlay_packet_v1,D007,M-1458,scoring_negative,tier3_low_legibility_tablet_control,+407-004-001-617-142+,5,5,tmp/effective_unicity_directionality_blind_packet/source_crops/M_1458_A_tablet_panel_source.png,True,exact_projection_gap_count,5,13,,M-1458 tablet panel from CISI Pakistan n234; low-legibility control.
795b08008d43061e,data/open_prototype/reports/effective_unicity_directionality_blind_packet_answer_key.csv,directionality_no_overlay_packet_v1,D008,M-1310,primary_target,tier1_directionality_candidate_mohenjo_daro_seven_token_face,+407-004-001-740-407-590-235+,7,7,tmp/effective_unicity_directionality_blind_packet/source_crops/M_1310_A_signband_source.png,True,not_enough_projection_gaps,0,5,,M-1310 A source band from CISI Pakistan n202; route label is excluded.
20a0d6359dd3a356,data/open_prototype/reports/effective_unicity_directionality_blind_packet_answer_key.csv,directionality_no_overlay_packet_v1,D009,H-665,scoring_negative,tier2_weak_partial_route_control,+407-004-060-692+,4,4,tmp/effective_unicity_directionality_blind_packet/source_crops/H_665_A_signband_source.png,True,not_enough_projection_gaps,0,0,,H-665 A weak/partial source panel from CISI Pakistan n343; tests whether weak route crops look falsely clean.
2f485cdedb57648e,data/open_prototype/reports/effective_unicity_directionality_blind_packet_answer_key.csv,directionality_no_overlay_packet_v1,D010,M-1523,scoring_negative,tier3_low_legibility_tablet_control,+407-585-033-705-233-235-806+,7,7,tmp/effective_unicity_directionality_blind_packet/source_crops/M_1523_A_tablet_panel_source.png,True,not_enough_projection_gaps,0,1,,M-1523 A tablet panel from CISI Pakistan n253; dark low-legibility control.
8195cdde77047b9b,data/open_prototype/reports/effective_unicity_directionality_blind_packet_answer_key.csv,directionality_no_overlay_packet_v1,D011,M-1320,primary_target,tier1_directionality_candidate_mohenjo_daro_five_token_impression,+527-555-231-240-798+,5,5,tmp/effective_unicity_directionality_blind_packet/source_crops/M_1320_a_signband_source.png,True,exact_projection_gap_count,5,6,,M-1320 lower impression band from CISI Pakistan n203; cropped as a paired order check.
37598e555866eb3e,data/open_prototype/reports/effective_unicity_directionality_blind_packet_answer_key.csv,directionality_no_overlay_packet_v1,D012,M-1310,primary_target,tier1_directionality_candidate_mohenjo_daro_seven_token_impression,+407-004-001-740-407-590-235+,7,7,tmp/effective_unicity_directionality_blind_packet/source_crops/M_1310_a_signband_source.png,True,not_enough_projection_gaps,0,5,,M-1310 impression band from CISI Pakistan n202; paired with the A crop for side/order stress.
761c2a078ec916f0,data/open_prototype/reports/effective_unicity_directionality_blind_packet_answer_key.csv,directionality_no_overlay_packet_v1,D013,H-654,primary_target,tier1_directionality_candidate_harappa_four_token,+405-061-740-806+,4,4,tmp/effective_unicity_directionality_blind_packet/source_crops/H_654_A_signband_source.png,True,exact_projection_gap_count,4,6,,H-654 A signband from CISI Pakistan n342; compact four-token tier-1 route candidate.
c241a2cec4b526ad,data/open_prototype/reports/effective_unicity_directionality_blind_packet_answer_key.csv,directionality_no_overlay_packet_v1,D014,M-1273,scoring_negative,m70_hard_negative_002_y_prev_not_032_suffix_control,+740-055-002-861-603+,5,5,tmp/effective_unicity_directionality_blind_packet/source_crops/M_1273_impression_a_existing_hard_negative_source.png,True,exact_projection_gap_count,5,8,,Existing M-70 hard negative; prior reviewers produced target-like false positives.
51e33d70a994d731,data/open_prototype/reports/effective_unicity_directionality_blind_packet_answer_key.csv,directionality_no_overlay_packet_v1,D015,M-381,scoring_negative,existing_segmentation_instability_stress_control,+740-055-220-032-798-002-820+,7,7,tmp/effective_unicity_directionality_blind_packet/source_crops/M_381_panel_existing_stress_negative_source.png,True,exact_projection_gap_count,7,8,,Existing no-overlay stress control; prior blind reviews found segmentation instability.
7707e3accae1689d,data/open_prototype/reports/effective_unicity_directionality_blind_packet_v2_answer_key.csv,directionality_no_overlay_packet_v2_label_masked_controls,D2_001,M-1310,primary_target_recut,tier1_directionality_candidate_recut_after_v1_edge_fragments,+407-004-001-740-407-590-235+,7,7,tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_1310_A_recut_signband_source.png,True,exact_projection_gap_count,7,8,,Tighter M-1310 face recut after v1 reviewer noted edge fragments and counted 8 against 7.
6d5a3afc39fc38d5,data/open_prototype/reports/effective_unicity_directionality_blind_packet_v2_answer_key.csv,directionality_no_overlay_packet_v2_label_masked_controls,D2_002,M-811,primary_target_recut,tier1_route_candidate_v1_target_overcount_failure,+226-032-803+,3,3,tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_811_a_diagnostic_v1_failed_source.png,True,exact_projection_gap_count,3,9,,"Fresh raw-page crop retained as a primary target under the forger protocol, but v1 overcount makes it a high-risk failure witness."
70de36e81a36f47e,data/open_prototype/reports/effective_unicity_directionality_blind_packet_v2_answer_key.csv,directionality_no_overlay_packet_v2_label_masked_controls,D2_003,M-811,primary_target_recut,tier1_route_candidate_v1_target_overcount_failure,+226-032-803+,3,3,tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_811_A_diagnostic_v1_failed_source.png,True,exact_projection_gap_count,3,9,,"Fresh raw-page crop retained as a primary target under the forger protocol, but v1 overcount makes it a high-risk failure witness."
192cb314d8725521,data/open_prototype/reports/effective_unicity_directionality_blind_packet_v2_answer_key.csv,directionality_no_overlay_packet_v2_label_masked_controls,D2_005,M-386,scoring_negative_real,forger_recommended_routed_real_negative_label_masked_context,+405-004-001-139+,4,4,tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_386_cisi_india_n130_label_masked_context_source.png,True,exact_projection_gap_count,4,4,,"Forger-recommended routed real negative. Context crop is cut from raw page, with all OCR word boxes inside the crop masked before blinding; still requires human leakage QA."
04f94659287c57d6,data/open_prototype/reports/effective_unicity_directionality_blind_packet_v2_answer_key.csv,directionality_no_overlay_packet_v2_label_masked_controls,D2_006,M-1315,scoring_negative_real,forger_recommended_routed_real_negative_label_masked_context,+617-142-240+,3,3,tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_1315_cisi_pakistan_n202_label_masked_context_source.png,True,exact_projection_gap_count,3,6,,"Forger-recommended routed real negative. Context crop is cut from raw page, with all OCR word boxes inside the crop masked before blinding; still requires human leakage QA."
25c5c0bf48d40eb3,data/open_prototype/reports/effective_unicity_directionality_blind_packet_v2_answer_key.csv,directionality_no_overlay_packet_v2_label_masked_controls,D2_007,M-381,external_stress_control,existing_segmentation_instability_stress_control,+740-055-220-032-798-002-820+,7,7,tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_381_panel_existing_stress_negative_source.png,True,exact_projection_gap_count,7,8,,Existing no-overlay stress control; prior blind reviews found segmentation instability.
ba2e8a6fd8ef2bc9,data/open_prototype/reports/effective_unicity_directionality_blind_packet_v2_answer_key.csv,directionality_no_overlay_packet_v2_label_masked_controls,D2_009,H-665,scoring_negative_real,forger_recommended_routed_real_negative_label_masked_context,+407-004-060-692+,4,4,tmp/effective_unicity_directionality_blind_packet_v2/source_crops/H_665_cisi_pakistan_n343_label_masked_context_source.png,True,exact_projection_gap_count,4,4,,"Forger-recommended routed real negative. Context crop is cut from raw page, with all OCR word boxes inside the crop masked before blinding; still requires human leakage QA."
9aa6d5220e52899f,data/open_prototype/reports/effective_unicity_directionality_blind_packet_v2_answer_key.csv,directionality_no_overlay_packet_v2_label_masked_controls,D2_010,M-1320,primary_target_recut,tier1_route_candidate_v1_target_overcount_failure,+527-555-231-240-798+,5,5,tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_1320_a_diagnostic_v1_failed_source.png,True,exact_projection_gap_count,5,6,,"Fresh raw-page crop retained as a primary target under the forger protocol, but v1 overcount makes it a high-risk failure witness."
57c9ba8b52c1cc1f,data/open_prototype/reports/effective_unicity_directionality_blind_packet_v2_answer_key.csv,directionality_no_overlay_packet_v2_label_masked_controls,D2_011,M-171,scoring_negative_real,forger_recommended_routed_real_negative_label_masked_context,+407-061-740-923-233-806-060-692+,8,8,tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_171_cisi_india_n85_label_masked_context_source.png,True,not_enough_projection_gaps,0,3,,"Forger-recommended routed real negative. Context crop is cut from raw page, with all OCR word boxes inside the crop masked before blinding; still requires human leakage QA."
c79f53dbacd4a854,data/open_prototype/reports/effective_unicity_directionality_blind_packet_v2_answer_key.csv,directionality_no_overlay_packet_v2_label_masked_controls,D2_012,M-527,scoring_negative_real,forger_recommended_routed_real_negative_label_masked_context,+001-740-923-033-706+,5,5,tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_527_cisi_india_n167_label_masked_context_source.png,True,exact_projection_gap_count,5,6,,"Forger-recommended routed real negative. Context crop is cut from raw page, with all OCR word boxes inside the crop masked before blinding; still requires human leakage QA."
157248b512766ead,data/open_prototype/reports/effective_unicity_directionality_blind_packet_v2_answer_key.csv,directionality_no_overlay_packet_v2_label_masked_controls,D2_013,M-567,scoring_negative_real,forger_recommended_routed_real_negative_label_masked_context,+407-061-845-240-798+,5,5,tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_567_cisi_india_n34_label_masked_context_source.png,True,not_enough_projection_gaps,0,0,,"Forger-recommended routed real negative. Context crop is cut from raw page, with all OCR word boxes inside the crop masked before blinding; still requires human leakage QA."
637d4f388e5203cc,data/open_prototype/reports/effective_unicity_directionality_blind_packet_v2_answer_key.csv,directionality_no_overlay_packet_v2_label_masked_controls,D2_014,M-1310,primary_target_recut,tier1_directionality_candidate_recut_after_v1_edge_fragments,+407-004-001-740-407-590-235+,7,7,tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_1310_a_recut_signband_source.png,True,exact_projection_gap_count,7,8,,Tighter M-1310 impression recut after v1 reviewer noted edge fragments and counted 8 against 7.
ec08501835b48361,data/open_prototype/reports/effective_unicity_directionality_blind_packet_v2_answer_key.csv,directionality_no_overlay_packet_v2_label_masked_controls,D2_015,M-1523,scoring_negative_real,forger_recommended_routed_real_negative_label_masked_context,+407-585-033-705-233-235-806+,7,7,tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_1523_cisi_pakistan_n253_label_masked_context_source.png,True,not_enough_projection_gaps,0,3,,"Forger-recommended routed real negative. Context crop is cut from raw page, with all OCR word boxes inside the crop masked before blinding; still requires human leakage QA."
c2906a7a2fba0f58,data/open_prototype/reports/effective_unicity_directionality_blind_packet_v2_answer_key.csv,directionality_no_overlay_packet_v2_label_masked_controls,D2_016,H-654,primary_target_recut,tier1_directionality_candidate_recut_after_v1_overcount,+405-061-740-806+,4,4,tmp/effective_unicity_directionality_blind_packet_v2/source_crops/H_654_A_recut_signband_source.png,True,exact_projection_gap_count,4,5,,"Tighter H-654 recut after v1 reviewer split 4 vs 5. Single public view, so not paired-view promotion-capable alone."
ee58c559b2fc22af,data/open_prototype/reports/effective_unicity_directionality_blind_packet_v2_answer_key.csv,directionality_no_overlay_packet_v2_label_masked_controls,D2_018,M-525,scoring_negative_real,forger_recommended_routed_real_negative_label_masked_context,+423-003-001-900-740-690-435-255+,8,8,tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_525_cisi_pakistan_n40_label_masked_context_source.png,True,not_enough_projection_gaps,0,2,,"Forger-recommended routed real negative. Context crop is cut from raw page, with all OCR word boxes inside the crop masked before blinding; still requires human leakage QA."
816fd07696a1c8a9,data/open_prototype/reports/effective_unicity_directionality_blind_packet_v2_answer_key.csv,directionality_no_overlay_packet_v2_label_masked_controls,D2_020,M-1320,primary_target_recut,tier1_route_candidate_v1_target_overcount_failure,+527-555-231-240-798+,5,5,tmp/effective_unicity_directionality_blind_packet_v2/source_crops/M_1320_A_diagnostic_v1_failed_source.png,True,exact_projection_gap_count,5,6,,"Fresh raw-page crop retained as a primary target under the forger protocol, but v1 overcount makes it a high-risk failure witness."
